player,team,format,total_runs,balls_faced,matches,strike_rate
DE Budge,Scotland,ODI,237,311,14,76.21
Khurram Khan,United Arab Emirates,ODI,237,318,9,74.53
GJ Hopkins,New Zealand,ODI,236,317,16,74.45
JNT Seales,West Indies,Test,235,573,26,41.01
KU Carty,West Indies,Test,235,516,7,45.54
LG Pretorius,South Africa,Test,235,253,2,92.89
WG Jacks,England,Test,234,454,6,51.54
Abid Ali,Pakistan,ODI,234,257,6,91.05
JP Bray,Ireland,ODI,234,371,10,63.07
K Birkenstock,Namibia,ODI,233,438,15,53.2
AM Tribe,Jersey,ODI,233,310,4,75.16
NFI McCallum,Scotland,ODI,233,366,10,63.66
TL Best,West Indies,Test,232,359,13,64.62
B Muzarabani,Zimbabwe,Test,231,425,13,54.35
Danish Kaneria,Pakistan,Test,231,457,30,50.55
D Brevis,South Africa,ODI,230,168,9,136.9
STR Binny,India,ODI,230,252,11,91.27
ST Gabriel,West Indies,Test,229,661,53,34.64
LE Plunkett,England,Test,229,456,11,50.22
RAS Lakmal,Sri Lanka,ODI,229,408,45,56.13
Taskin Ahmed,Bangladesh,ODI,228,414,39,55.07
RE van der Merwe,Netherlands,ODI,228,261,19,87.36
RD Gaikwad,India,ODI,228,259,8,88.03
TM Dowlin,West Indies,ODI,228,362,10,62.98
Nayeem Hasan,Bangladesh,Test,227,562,12,40.39
AJ Redmond,New Zealand,Test,227,532,7,42.67
I Udana,Sri Lanka,ODI,227,236,17,96.19
D Wiese,Namibia,ODI,226,257,8,87.94
AM Samad,Canada,ODI,226,382,10,59.16
Jahurul Islam,Bangladesh,ODI,226,325,11,69.54
Kuldeep Yadav,India,Test,225,894,14,25.17
Sajid Khan,Pakistan,Test,225,396,12,56.82
Mohammed Shami,India,ODI,224,282,48,79.43
Hussain Talat,Pakistan,ODI,224,290,10,77.24
T Duffin,Zimbabwe,ODI,224,492,9,45.53
BR McDermott,Australia,ODI,223,280,5,79.64
IS Billcliff,Canada,ODI,223,389,10,57.33
KS Bharat,India,Test,221,418,7,52.87
Nafees Iqbal,Bangladesh,Test,221,526,6,42.02
DAJ Bracewell,New Zealand,ODI,221,279,14,79.21
AY Patel,New Zealand,Test,219,575,21,38.09
Asim Kamal,Pakistan,Test,219,457,3,47.92
DR Chumney,Canada,ODI,219,336,11,65.18
P Mustard,England,ODI,219,244,9,89.75
BJ Hodge,Australia,Test,218,438,4,49.77
UWMBCA Welegedara,Sri Lanka,Test,218,423,18,51.54
PM Seelaar,Netherlands,ODI,218,366,20,59.56
Saeed Anwar,Pakistan,ODI,218,318,5,68.55
MS Panesar,England,Test,217,726,43,29.89
R Mutumbami,Zimbabwe,Test,217,461,6,47.07
GJ Delany,Ireland,ODI,217,228,16,95.18
DPMD Jayawardene,Asia XI,ODI,217,217,4,100.0
TA Boult,New Zealand,ODI,216,284,50,76.06
XM Marshall,United States of America,ODI,216,354,12,61.02
T Marumani,Zimbabwe,ODI,216,343,16,62.97
DL Piedt,South Africa,Test,214,619,11,34.57
LOB Cann,Bermuda,ODI,214,174,10,122.99
BAW Mendis,Sri Lanka,Test,213,457,13,46.61
Nurul Hasan,Bangladesh,ODI,213,223,8,95.52
D Heyliger,Canada,ODI,213,225,17,94.67
N Hussain,England,ODI,213,324,11,65.74
BJ Curran,Zimbabwe,Test,212,477,5,44.44
N Boje,South Africa,ODI,212,198,10,107.07
Shafiul Islam,Bangladesh,Test,211,439,11,48.06
SV Carlisle,Zimbabwe,Test,211,544,5,38.79
DJM Short,Australia,ODI,211,274,8,77.01
Harpreet Singh,United Arab Emirates,ODI,211,220,4,95.91
KD Mills,New Zealand,Test,210,530,12,39.62
IE O'Brien,New Zealand,Test,210,534,18,39.33
IS Sodhi,New Zealand,ODI,210,306,24,68.63
TK Musakanda,Zimbabwe,ODI,210,240,9,87.5
Kamran Ghulam,Pakistan,ODI,210,213,7,98.59
Saif Hassan,Bangladesh,ODI,208,268,9,77.61
Mushfiqur Rahman,Bangladesh,ODI,208,416,14,50.0
A Dutt,Netherlands,ODI,207,359,36,57.66
Khurram Manzoor,Pakistan,ODI,206,323,6,63.78
WS Jayantha,Sri Lanka,ODI,206,322,9,63.98
Yasir Ali Chowdhury,Bangladesh,Test,205,446,6,45.96
Steven Ryan Taylor,United States of America,ODI,205,318,12,64.47
Z Crawley,England,ODI,205,219,9,93.61
HS Modi,Kenya,ODI,205,457,13,44.86
Abdur Razzak,Bangladesh,Test,204,289,11,70.59
KSA McKenzie,West Indies,Test,203,348,6,58.33
RO Hinds,West Indies,Test,203,577,7,35.18
Shoaib Akhtar,Pakistan,Test,203,460,11,44.13
NLTC Perera,Sri Lanka,Test,203,278,6,73.02
Iftikhar Anjum,Pakistan,ODI,203,335,28,60.6
JJ Tucker,Bermuda,ODI,203,321,11,63.24
CZ Harris,New Zealand,ODI,203,402,18,50.5
Kuldeep Yadav,India,ODI,202,417,38,48.44
J Weatherald,Australia,Test,201,289,5,69.55
Yousuf Youhana,Pakistan,Test,201,264,5,76.14
Fayyaz Butt,Oman,ODI,201,284,19,70.77
FA Allen,West Indies,ODI,200,207,14,96.62
ZB Lion-Cachet,Netherlands,ODI,200,284,10,70.42
Shoaib Akhtar,Pakistan,ODI,200,233,37,85.84
A Chopra,India,Test,199,605,3,32.89
OF Smith,West Indies,ODI,199,128,8,155.47
Saleem Elahi,Pakistan,ODI,199,307,7,64.82
AJ Burger,Namibia,ODI,199,204,6,97.55
NF Kelly,New Zealand,ODI,198,276,6,71.74
L Steenkamp,Namibia,ODI,197,267,4,73.78
GA Lamb,Zimbabwe,ODI,197,389,14,50.64
PWH de Silva,Sri Lanka,Test,196,227,4,86.34
Naseem Shah,Pakistan,ODI,196,231,16,84.85
Rizwan Cheema,Canada,ODI,196,167,13,117.37
IA Karim,Kenya,ODI,196,237,3,82.7
AC Agar,Australia,Test,195,352,4,55.4
UDU Chandana,Sri Lanka,Test,195,313,3,62.3
AP Devcich,New Zealand,ODI,195,262,11,74.43
KM Jarvis,Zimbabwe,ODI,195,320,28,60.94
STR Binny,India,Test,194,334,5,58.08
JH Davey,Scotland,ODI,194,315,16,61.59
V Shankar,India,ODI,194,210,7,92.38
V Sukumaran,United Arab Emirates,ODI,194,314,10,61.78
P Rathnayake,Sri Lanka,ODI,194,200,4,97.0
T Westley,England,Test,193,455,5,42.42
RMS Eranga,Sri Lanka,Test,193,469,16,41.15
Mohammad Nawaz (3),Pakistan,ODI,193,221,12,87.33
JC Archer,England,ODI,193,189,20,102.12
MW Forde,West Indies,ODI,193,159,12,121.38
PJ Ingram,New Zealand,ODI,193,239,7,80.75
Fakhar Zaman,Pakistan,Test,192,360,3,53.33
D Pretorius,South Africa,ODI,192,232,13,82.76
T Panyangara,Zimbabwe,ODI,192,389,38,49.36
AJ Turner,Australia,ODI,192,165,7,116.36
D Parashar,United Arab Emirates,ODI,192,313,12,61.34
GB Brent,Zimbabwe,ODI,192,305,18,62.95
L Embuldeniya,Sri Lanka,Test,191,584,16,32.71
DE Bernard,West Indies,Test,191,356,2,53.65
AJ Doolan,Australia,Test,191,459,4,41.61
DL Chahar,India,ODI,191,204,8,93.63
SA Wijeratne,Canada,ODI,191,275,9,69.45
KJ O'Brien,Ireland,Test,190,367,2,51.77
RMMP Rathnayake,Sri Lanka,Test,190,325,4,58.46
DD Ebrahim,Zimbabwe,Test,190,495,7,38.38
CJ McKay,Australia,ODI,190,343,29,55.39
PJ Moor,Ireland,Test,189,347,6,54.47
TE Tsiga,Zimbabwe,Test,189,516,8,36.63
PP Shaw,India,ODI,189,174,6,108.62
A Saud,Nepal,ODI,189,401,11,47.13
NN Odhiambo,Kenya,ODI,189,291,18,64.95
EJG Morgan,Ireland,ODI,188,302,11,62.25
DR Tuffey,New Zealand,ODI,188,200,21,94.0
JJ Roy,England,Test,187,318,5,58.81
A Nortje,South Africa,Test,187,620,18,30.16
T Kaitano,Zimbabwe,Test,186,639,4,29.11
J Mubarak,Sri Lanka,Test,186,413,7,45.04
BB Chari,Zimbabwe,ODI,186,412,14,45.15
MJ Hay,New Zealand,ODI,186,187,7,99.47
G Kirsten,South Africa,ODI,186,228,6,81.58
TW Hartley,England,Test,185,284,5,65.14
BAW Mendis,Sri Lanka,ODI,185,267,39,69.29
JP Inglis,Australia,Test,184,229,5,80.35
CJ Jordan,England,ODI,184,218,23,84.4
GJ Bailey,Australia,Test,183,311,5,58.84
Mehrab Hossain jnr,Bangladesh,ODI,183,431,10,42.46
F Mutizwa,Zimbabwe,ODI,183,282,10,64.89
C Overton,England,Test,182,416,8,43.75
XM Marshall,West Indies,Test,182,312,3,58.33
SJ Benn,West Indies,ODI,182,242,29,75.21
KNM Fernando,Sri Lanka,ODI,182,226,7,80.53
J Ramanandi,Oman,ODI,182,187,8,97.33
ND McKenzie,South Africa,ODI,182,260,7,70.0
Sohag Gazi,Bangladesh,ODI,182,207,15,87.92
CR Brathwaite,West Indies,Test,181,284,3,63.73
GSNFG Jayasuriya,Sri Lanka,ODI,181,246,9,73.58
Tayyab Tahir,Pakistan,ODI,181,185,10,97.84
RM Haq,Scotland,ODI,181,354,17,51.13
CJ Jordan,England,Test,180,322,7,55.9
AF Milne,New Zealand,ODI,180,211,22,85.31
JT Smuts,South Africa,ODI,180,233,5,77.25
AM Hardie,Australia,ODI,180,227,12,79.3
DM Richards,West Indies,ODI,179,260,7,68.85
SR Thompson,Ireland,ODI,178,198,11,89.9
JA McCollum,Ireland,ODI,178,246,6,72.36
B Zuiderent,Netherlands,ODI,178,368,16,48.37
DR Tuffey,New Zealand,Test,177,313,5,56.55
JAD Lawrenson,Jersey,ODI,177,215,4,82.33
NR Kumar,Canada,ODI,177,306,11,57.84
TL Chatara,Zimbabwe,ODI,176,369,45,47.7
H Patel,Canada,ODI,176,198,10,88.89
RS Kaluwitharana,Sri Lanka,ODI,176,246,8,71.54
CJ Chibhabha,Zimbabwe,Test,175,450,5,38.89
M van Jaarsveld,South Africa,Test,175,334,3,52.4
Wasim Ali,Oman,ODI,175,221,13,79.19
CRD Fernando,Sri Lanka,ODI,175,266,34,65.79
IH Romaine,Bermuda,ODI,175,360,12,48.61
NW Bracken,Australia,ODI,174,265,31,65.66
MS Dhoni,Asia XI,ODI,174,142,3,122.54
Raza-ur-Rehman,Canada,ODI,174,215,4,80.93
CH Morris,South Africa,Test,173,365,4,47.4
RD Jacobs,West Indies,Test,173,382,5,45.29
Mohammad Boota,United Arab Emirates,ODI,173,240,7,72.08
SE Bond,New Zealand,ODI,173,271,29,63.84
GM Hamilton,Scotland,ODI,173,305,10,56.72
I Kaia,Zimbabwe,Test,172,287,2,59.93
T Banton,England,ODI,172,186,6,92.47
Rishad Hossain,Bangladesh,ODI,172,118,12,145.76
YS Samra,Canada,ODI,172,262,6,65.65
K Gore,United States of America,ODI,171,256,12,66.8
Nasum Ahmed,Bangladesh,ODI,171,206,11,83.01
YBK Jaiswal,India,ODI,171,208,4,82.21
JK Kamande,Kenya,ODI,171,363,19,47.11
Tanvir Ahmed (1),Pakistan,Test,170,272,5,62.5
TA Imlach,West Indies,Test,169,478,6,35.36
GD McGrath,Australia,Test,169,367,17,46.05
RA Young,New Zealand,Test,169,420,5,40.24
BJ McCarthy,Ireland,ODI,169,269,21,62.83
TSS Mackintosh,Scotland,ODI,169,203,9,83.25
Shakeel Ahmed,Oman,ODI,169,300,17,56.33
RR Patel,Kenya,ODI,168,237,10,70.89
KT Kasuza,Zimbabwe,Test,167,546,5,30.59
DR Flynn,New Zealand,ODI,167,247,10,67.61
SW Ambris,West Indies,Test,166,356,6,46.63
Abul Hasan,Bangladesh,Test,165,278,3,59.35
ST Doheny,Ireland,ODI,165,275,9,60.0
N Davin,Namibia,ODI,165,211,12,78.2
AR Adams,New Zealand,ODI,165,154,12,107.14
MJ Lumb,England,ODI,165,206,3,80.1
MC Henriques,Australia,Test,164,346,4,47.4
D Bishoo,West Indies,ODI,164,265,24,61.89
KS Lokuarachchi,Sri Lanka,ODI,164,217,12,75.58
Akash Deep,India,Test,163,304,10,53.62
S Konstas,Australia,Test,163,291,5,56.01
Shan Masood,Pakistan,ODI,163,242,9,67.36
KP Meiyappan,United Arab Emirates,ODI,163,342,21,47.66
XM Marshall,West Indies,ODI,163,323,14,50.46
JC Tredwell,England,ODI,163,247,25,65.99
L Klusener,South Africa,ODI,163,156,8,104.49
Anamul Haque,Bangladesh,Test,162,399,8,40.6
Hannan Sarkar,Bangladesh,Test,162,453,4,35.76
MA Abbas,New Zealand,ODI,162,209,6,77.51
MVT Fernando,Sri Lanka,Test,161,617,22,26.09
GB Hogg,Australia,Test,161,279,4,57.71
Tanwir Afzal,Hong Kong,ODI,161,182,12,88.46
Y Venugopal Rao,India,ODI,161,257,8,62.65
OJ Phillips,West Indies,Test,160,313,2,51.12
Mustafizur Rahman,Bangladesh,ODI,160,335,50,47.76
Aamir Kaleem,Oman,ODI,160,271,13,59.04
FRJ Coleman,Scotland,ODI,160,220,8,72.73
WP Masakadza,Zimbabwe,Test,159,524,7,30.34
Saif Hassan,Bangladesh,Test,159,308,6,51.62
J Kila,Papua New Guinea,ODI,159,249,12,63.86
Akshay Homraj,United States of America,ODI,159,230,8,69.13
Shariz Ahmad,Netherlands,ODI,159,291,17,54.64
Hasan Mahmud,Bangladesh,Test,158,400,13,39.5
Saqib Zulfiqar,Netherlands,ODI,158,233,11,67.81
D Mohammed,West Indies,Test,157,215,3,73.02
Imran Tahir,South Africa,ODI,157,233,32,67.38
T Kaitano,Zimbabwe,ODI,157,264,11,59.47
GS Ballance,Zimbabwe,ODI,157,197,5,79.7
CJO Smith,Scotland,ODI,157,240,9,65.42
JA McCollum,Ireland,Test,156,397,5,39.29
PJ Malan,South Africa,Test,156,530,3,29.43
CMW Read,England,ODI,156,221,14,70.59
RR Powar,India,ODI,156,246,15,63.41
GS Ballance,Zimbabwe,Test,155,294,1,52.72
Mushfiqur Rahman,Bangladesh,Test,155,476,4,32.56
A McGrath,England,ODI,155,342,11,45.32
Mohammed Siraj,India,Test,154,456,39,33.77
C Zhuwao,Zimbabwe,ODI,154,137,8,112.41
DO Leicher,Namibia,ODI,154,208,7,74.04
AM Ellis,New Zealand,ODI,154,189,12,81.48
RWT Key,England,Test,153,406,5,37.68
DJ Hooda,India,ODI,153,194,7,78.87
AA Jangoo,West Indies,ODI,153,170,5,90.0
SP Patil,United Arab Emirates,ODI,153,295,8,51.86
MDK Perera,Sri Lanka,ODI,152,207,12,73.43
D Ganga,West Indies,ODI,152,302,7,50.33
AJ Redmond,New Zealand,ODI,152,266,6,57.14
SR Patel,England,Test,151,339,6,44.54
Adeeb Usmani,United Arab Emirates,ODI,151,179,4,84.36
VD Philander,South Africa,ODI,151,219,18,68.95
AA Mulla,Canada,ODI,150,160,8,93.75
PJ Ongondo,Kenya,ODI,150,250,26,60.0
P Kumar,India,Test,149,161,6,92.55
CA Young,Ireland,ODI,149,175,23,85.14
D Foxcroft,New Zealand,ODI,149,169,4,88.17
JF Kloppenburg,Netherlands,ODI,149,240,4,62.08
BOP Fernando,Sri Lanka,ODI,148,238,8,62.18
BN Cooper,Netherlands,ODI,148,175,9,84.57
K Mishara,Sri Lanka,ODI,148,177,6,83.62
S Randiv,Sri Lanka,Test,147,480,11,30.63
MA Wood,England,ODI,147,143,22,102.8
MV Boucher,Africa XI,ODI,147,174,4,84.48
Nazimuddin,Bangladesh,ODI,147,246,11,59.76
Khalid Latif,Pakistan,ODI,147,233,5,63.09
CL White,Australia,Test,146,331,4,44.11
K Zondo,South Africa,ODI,146,235,6,62.13
Junaid Siddique,United Arab Emirates,ODI,146,237,44,61.6
ID Blackwell,England,ODI,146,213,18,68.54
JA Burns,Australia,ODI,146,189,6,77.25
V Permaul,West Indies,Test,145,290,9,50.0
J Neill,Ireland,Test,145,242,2,59.92
C White,England,Test,145,289,2,50.17
SN Netravalkar,United States of America,ODI,145,241,31,60.17
HR Walsh,West Indies,ODI,145,226,12,64.16
T Munyonga,Zimbabwe,ODI,145,208,8,69.71
Zulfiqar Babar,Pakistan,Test,144,207,13,69.57
KR Patterson,Australia,Test,144,275,2,52.36
Naseem Shah,Pakistan,Test,144,459,17,31.37
CO Browne,West Indies,ODI,144,171,8,84.21
Alok Kapali,Bangladesh,Test,143,260,6,55.0
OA Shah,England,Test,143,362,4,39.5
Aizaz Khan,Hong Kong,ODI,143,216,10,66.2
TJ Murtagh,Ireland,ODI,143,190,20,75.26
Zahoor Khan,United Arab Emirates,ODI,143,259,38,55.21
CRD Fernando,Sri Lanka,Test,142,285,15,49.82
VV Morea,Papua New Guinea,ODI,142,228,8,62.28
LG Pretorius,South Africa,ODI,142,147,3,96.6
MB Loye,England,ODI,142,190,7,74.74
RD Jacobs,West Indies,ODI,142,225,13,63.11
HJW Gardiner,Scotland,ODI,142,220,7,64.55
CAH Stevenson,United States of America,ODI,141,216,16,65.28
KNA Bandara,Sri Lanka,ODI,141,217,5,64.98
DE Bernard,West Indies,ODI,141,225,12,62.67
KJJ van Noortwijk,Netherlands,ODI,141,143,3,98.6
R Chandrika,West Indies,Test,140,449,5,31.18
MD Shanaka,Sri Lanka,Test,140,276,6,50.72
M Bhanuka,Sri Lanka,ODI,140,199,6,70.35
HMRKB Herath,Sri Lanka,ODI,140,229,29,61.14
Shoriful Islam,Bangladesh,Test,138,191,11,72.25
D Brevis,South Africa,Test,138,144,4,95.83
KA Hope,West Indies,ODI,138,201,6,68.66
D Myers,Zimbabwe,ODI,138,194,7,71.13
ARI Umeed,Scotland,ODI,138,139,4,99.28
SC van Schalkwyk,United States of America,ODI,138,236,9,58.47
D Gough,England,ODI,137,198,13,69.19
Rahat Ali,Pakistan,Test,136,372,19,36.56
NB Mahwire,Zimbabwe,Test,136,315,5,43.17
ST Finn,England,ODI,136,228,27,59.65
K Klein,Netherlands,ODI,136,202,11,67.33
Mujibur Ali,Oman,ODI,136,243,8,55.97
CBRLS Kumara,Sri Lanka,Test,135,462,29,29.22
A Dananjaya,Sri Lanka,Test,135,254,6,53.15
GF Linde,South Africa,Test,135,255,3,52.94
JR Hazlewood,Australia,ODI,135,169,33,79.88
HK Badani,India,ODI,135,175,5,77.14
RW Price,Zimbabwe,Test,134,372,7,36.02
Tanzim Hasan Sakib,Bangladesh,ODI,134,162,9,82.72
RN Lewis,West Indies,ODI,134,128,8,104.69
Faisal Iqbal,Pakistan,ODI,134,260,8,51.54
PA Browne,West Indies,ODI,134,183,5,73.22
CAK Rajitha,Sri Lanka,Test,133,553,15,24.05
Tapash Baisya,Bangladesh,Test,133,146,5,91.1
ML Love,Australia,Test,133,324,4,41.05
N Pradeep,Sri Lanka,Test,132,362,28,36.46
R Ngarava,Zimbabwe,Test,132,265,8,49.81
D Myers,Zimbabwe,Test,132,353,3,37.39
A Phillip,West Indies,Test,132,423,6,31.21
Shafiul Islam,Bangladesh,ODI,132,242,33,54.55
JDF Vandersay,Sri Lanka,ODI,132,272,18,48.53
Zawar Farid,United Arab Emirates,ODI,132,145,8,91.03
JF Smith,South Africa,ODI,132,151,2,87.42
Abdur Rehman,Pakistan,ODI,132,234,22,56.41
D Keulder,Namibia,ODI,132,221,6,59.73
TJ Friend,Zimbabwe,ODI,132,175,7,75.43
MG Neser,Australia,Test,131,258,5,50.78
WW Hinds,West Indies,Test,131,274,4,47.81
TS Kamunhukamwe,Zimbabwe,ODI,131,169,12,77.51
Bazid Khan,Pakistan,ODI,131,237,5,55.27
V Sehwag,Asia XI,ODI,131,125,5,104.8
Imran Tahir,South Africa,Test,130,235,15,55.32
Z de Bruyn,South Africa,Test,130,345,2,37.68
D Bau,Papua New Guinea,ODI,130,222,8,58.56
KH Pandya,India,ODI,130,131,4,99.24
SM Sharma,United Arab Emirates,ODI,130,138,9,94.2
HMCM Bandara,Sri Lanka,ODI,130,185,13,70.27
DF Watts,Scotland,ODI,130,240,8,54.17
Imran Butt (2),Pakistan,Test,129,360,4,35.83
MS Kasprowicz,Australia,Test,129,263,12,49.05
B Evans,Zimbabwe,ODI,129,160,15,80.62
HDPK Dharmasena,Sri Lanka,ODI,129,155,8,83.23
KM Jarvis,Zimbabwe,Test,128,385,13,33.25
D Ravu,Papua New Guinea,ODI,128,193,13,66.32
Nafees Iqbal,Bangladesh,ODI,128,270,9,47.41
Yasir Shah,Pakistan,ODI,127,153,12,83.01
B Sai Sudharsan,India,ODI,127,144,3,88.19
ZE Surkari,Canada,ODI,127,299,8,42.47
CE McConchie,New Zealand,ODI,126,133,5,94.74
Azhar Mahmood,Pakistan,ODI,126,164,9,76.83
Mudassar Bukhari,Netherlands,ODI,126,182,12,69.23
SM Boland,Australia,Test,125,395,16,31.65
NG Smith,New Zealand,Test,125,261,4,47.89
DM Richards,West Indies,Test,125,165,3,75.76
Nazimuddin,Bangladesh,Test,125,320,3,39.06
Marshall Ayub,Bangladesh,Test,125,292,3,42.81
Kaleemullah,Oman,ODI,125,139,27,89.93
H Carlyon,Jersey,ODI,125,149,4,83.89
ML Nkala,Zimbabwe,ODI,125,178,10,70.22
TR Gripper,Zimbabwe,Test,124,311,3,39.87
Harshit Rana,India,ODI,124,106,7,116.98
M Gill,Canada,ODI,124,172,5,72.09
RJ Sidebottom,England,ODI,124,187,16,66.31
Dhiman Ghosh,Bangladesh,ODI,124,205,11,60.49
MS Chapman,Hong Kong,ODI,124,116,1,106.9
L Ngidi,South Africa,ODI,123,253,28,48.62
EH Hutchinson,United States of America,ODI,123,125,6,98.4
A Nel,South Africa,ODI,123,159,19,77.36
PA Jaques,Australia,ODI,123,170,5,72.35
Usman Limbada,Canada,ODI,123,193,4,63.73
T Murphy,Australia,Test,122,206,6,59.22
Junaid Khan,Pakistan,Test,122,308,19,39.61
AB Fudadin,West Indies,Test,122,380,3,32.11
LH Ferguson,New Zealand,ODI,122,246,30,49.59
T Maruma,Zimbabwe,ODI,122,225,15,54.22
CT Mutombodzi,Zimbabwe,ODI,122,149,9,81.88
Mahedi Hasan,Bangladesh,ODI,122,195,10,62.56
JP Maher,Australia,ODI,122,187,6,65.24
Mohammad Abbas,Pakistan,Test,120,689,25,17.42
K Zondo,South Africa,Test,120,316,4,37.97
Mohammad Asif,Pakistan,Test,120,371,19,32.35
A Mithun,India,Test,120,249,4,48.19
KTGD Prasad,Sri Lanka,ODI,120,117,10,102.56
U Bhatti,Canada,ODI,120,131,8,91.6
SC Ganguly,Asia XI,ODI,120,146,2,82.19
K Weeraratne,Sri Lanka,ODI,120,139,5,86.33
JW Jenner,Jersey,ODI,119,176,4,67.61
Mohammad Yousuf,Asia XI,ODI,119,129,3,92.25
J Edness,Bermuda,ODI,119,218,4,54.59
MC Sorensen,Ireland,ODI,119,153,7,77.78
K Sinclair,West Indies,Test,118,292,4,40.41
Shivam Sharma,Canada,ODI,118,164,6,71.95
BJ Patel,Kenya,ODI,118,253,10,46.64
RC Irani,England,ODI,118,202,10,58.42
J Anderson,Ireland,ODI,118,205,6,57.56
PADLR Sandakan,Sri Lanka,Test,117,275,10,42.55
Khaled Mahmud,Bangladesh,Test,117,202,4,57.92
MC Henriques,Australia,ODI,117,192,15,60.94
L Gregory,England,ODI,117,116,2,100.86
Khalid Kail,Oman,ODI,117,158,5,74.05
HS Baidwan,Canada,ODI,117,182,12,64.29
RP Singh,India,Test,116,276,12,42.03
T van der Gugten,Netherlands,ODI,116,170,8,68.24
WER Somerville,New Zealand,Test,115,489,5,23.52
SE Bond,New Zealand,Test,115,289,7,39.79
B Muzarabani,Zimbabwe,ODI,115,214,32,53.74
JN Gillespie,Australia,ODI,115,110,13,104.55
Sanwar Hossain,Bangladesh,ODI,115,203,9,56.65
ML Cummins,West Indies,Test,114,323,13,35.29
RG Aga,Kenya,ODI,114,122,5,93.44
MA Carberry,England,ODI,114,181,6,62.98
HG Kuhn,South Africa,Test,113,297,4,38.05
Mosaddek Hossain,Bangladesh,Test,113,278,3,40.65
CT Tremlett,England,Test,113,299,10,37.79
Hassan Nawaz,Pakistan,ODI,113,132,4,85.61
Tapash Baisya,Bangladesh,ODI,113,217,15,52.07
TBM de Leede,Netherlands,ODI,113,210,9,53.81
Rubel Hossain,Bangladesh,ODI,112,226,39,49.56
KD Shah,Hong Kong,ODI,112,192,7,58.33
MJG Rippon,Netherlands,ODI,112,160,4,70.0
LP van Troost,Netherlands,ODI,112,164,9,68.29
DP Hyatt,West Indies,ODI,112,189,9,59.26
M Shumba,Zimbabwe,Test,111,291,4,38.14
C Carter,Hong Kong,ODI,111,176,8,63.07
PA van Meekeren,Netherlands,ODI,111,162,23,68.52
AB de Villiers,Africa XI,ODI,111,100,4,111.0
LA Dawson,England,Test,110,262,4,41.98
SV Carlisle,Zimbabwe,ODI,110,249,6,44.18
AN Kervezee,Netherlands,ODI,110,204,9,53.92
TS Chisoro,Zimbabwe,ODI,109,155,9,70.32
SW Masakadza,Zimbabwe,ODI,109,112,8,97.32
OAC Banks,West Indies,Test,108,298,3,36.24
R Murray,Zimbabwe,ODI,108,180,5,60.0
Kaleem Sana,Canada,ODI,108,131,17,82.44
DS Bajwa,Canada,ODI,108,184,8,58.7
Parvez Hossain Emon,Bangladesh,ODI,108,133,3,81.2
MJ McClenaghan,New Zealand,ODI,108,143,14,75.52
A Maregwede,Zimbabwe,ODI,108,182,8,59.34
HMCM Bandara,Sri Lanka,Test,107,204,4,52.45
AB McDonald,Australia,Test,107,218,4,49.08
Sufyan Mehmood,Oman,ODI,107,141,7,75.89
MM English,Scotland,ODI,107,124,1,86.29
MT Renshaw,Australia,ODI,107,113,3,94.69
BA Parchment,West Indies,ODI,107,198,6,54.04
J Overton,England,Test,106,157,2,67.52
PHT Kaushal,Sri Lanka,Test,106,245,7,43.27
NT Ellis,Australia,ODI,106,116,12,91.38
SR Hain,England,ODI,106,100,2,106.0
MJ Potts,England,Test,105,228,10,46.05
DBL Powell,West Indies,ODI,105,139,19,75.54
RK Kleinveldt,South Africa,ODI,105,129,7,81.4
RML Taylor,Scotland,ODI,105,128,9,82.03
PVD Chameera,Sri Lanka,Test,104,342,12,30.41
H Klaasen,South Africa,Test,104,230,4,45.22
D Elgar,South Africa,ODI,104,181,7,57.46
CAK Rajitha,Sri Lanka,ODI,104,178,15,58.43
Haris Rauf,Pakistan,ODI,104,127,20,81.89
AAP Atkinson,England,ODI,104,81,8,128.4
DA Minors,Bermuda,ODI,104,176,8,59.09
L Balaji,India,ODI,104,132,11,78.79
Rehan Ahmed,England,Test,103,182,5,56.59
AJ Bichel,Australia,Test,103,137,4,75.18
PS Athavale,Oman,ODI,103,176,7,58.52
JM Kemp,Africa XI,ODI,103,109,5,94.5
RP Singh,India,ODI,103,243,19,42.39
PM Pushpakumara,Sri Lanka,Test,102,225,4,45.33
OP Stone,England,Test,102,234,5,43.59
Mehrab Hossain jnr,Bangladesh,Test,102,209,5,48.8
JR Philippe,Australia,ODI,102,121,4,84.3
M Kartik,India,ODI,102,137,8,74.45
AM Bacher,South Africa,ODI,102,181,5,56.35
D Wiese,South Africa,ODI,102,118,6,86.44
KA Hope,West Indies,Test,101,251,5,40.24
D Paterson,South Africa,Test,101,110,6,91.82
KA Jamieson,New Zealand,ODI,101,116,9,87.07
Yasir Ali Chowdhury,Bangladesh,ODI,101,106,5,95.28
M Ntini,South Africa,ODI,101,153,26,66.01
WK McCallan,Ireland,ODI,101,176,13,57.39
XJ Doherty,Australia,ODI,101,188,22,53.72
C Carmichael,Ireland,Test,100,213,2,46.95
Ehsan Khan,Hong Kong,ODI,100,229,11,43.67
Nithish Kumar Reddy,India,ODI,100,101,4,99.01
Shahzaib Hasan,Pakistan,ODI,100,118,3,84.75
CB Mpofu,Zimbabwe,Test,99,234,13,42.31
R de Swardt,South Africa,Test,99,222,2,44.59
Umar Amin,Pakistan,Test,99,198,4,50.0
